"","text"
"19717","отсутствовать подход агз большой количество снег агз иметься проталина работа асмо"
"19718","работник использовать защитный очки работа"
"19719","транспорт водитель рст налив автоцистерна выполнять работа защитный очко подбородочный ремешок каска"
"19720","насос буров нпв нефтяной потечь"
"19721","наледь дверь сварочный пост"
"19722","перегореть лампа освещение насос буров"
"19723","заметить автомобиль уаз перегореть лампа ближний свет"
"19724","требоваться очистить наледь снег посыпать песок участок передвижение персонал"
"19725","заметный аварийный выход операторный"
"19726","обход выявить образование наледь вход установка"
"19727","кап строительство использовать очки защита орган передвижение территория динамический напряжение сдвиг установка предварительный сброс вод"
"19728","заметный вход инструментальный склад бригада"
"19729","свищ сварной шов пробоотборный вентиль"
"19730","вход курилка скользкий поверхность"
"19731","образование сосулька крыша насосный блок нпв"
"19732","водитель начать движение задний ход пода предупреждать сигнал"
"19733","утечка метанол шток бдр"
"19734","начало работа лабораторный зал нефтеперерабатывающий завод обнаружить колба объём смотреть скол"
"19735","разгрузка около стропольщик находиться опасный зона"
"19736","водитель покинуть автомобиль установить противооткат"
"19737","работник каска одетый подбородочный ремешка"
"19738","водитель подрядный организация находиться территория кокс пековый каска"
"19739","двигатель топливо синтетический урал капать масло"
"19740","осмотр инструмент выявить рукоятка кувалда отсутствовать клин"
"19741","нарушить срок хранение пищевой продукт холодильник"
"19742","очистить наледь вход рмм посыпать песок"
"19743","узел задвижка отсутствовать информационный щит указание наименование объект владелец номер контактный телефон регистрационный номер согласно свидетельство регистрация опасный производственный объект государственный реестр"
"19744","нпв солеотложение замазученность забитый сальниковый слив"
"19745","капля нефть пол моечный комната"
"19746","бурение разгрузка обсадный колонна мм стропальщик подрядный организация оооюгра атс использовать страховочный верёвка"
"19747","бурение работник находиться страховочный пояс выше приставной лестница"
"19748","бурение работа углошлифмашинка слесарить работать сизый защитный очки"
"19749","опасный действие подъём приёмный мост оператор подземный ремонт скважина ремонт подземный оборудование скважина при обный держаться поручень лестница подъём"
"19750","опасный действие спо нкт помощник бурильщик капитальный ремонт скважина ремонт после обрыв внутрискважинный оборудый находиться опасный зона вероятный падение груз"
"19751","вср опресовка мостовая пробка помощник бурильщик находиться вблизи линия высокий давление"
"19752","вср спо нкт помбур находиться опасный зона труба"
"19753","вср опасный условие рабочий площадка находиться несертифицированный текстильный строп"
"19754","вср движение ацн задний ход регулировщик"
"19755","вср ода установка стелажа помбур произвести проход стрела акран"
"19756","вср одпереть движение инструментальный вагон помбур допустить перешагиваниепроходчерез силовой элкабель"
"19757","электрический кабель входящий вагон бытовка проложить режущий кромка металл отсутсвовать защитный втулка"
"19758","обслуживание автокран выставить ограждение"
"19759","сотрудник двигаться лестница буровая держаться поручень"
"19760","сотрудник подъём спуск держаться поручень"
"19761","вход рмм засыпать решётка обувь частично наледь"
"19762","кокс пековый закончиться химия установка дозирование реагент мочь также называться убпр устройство ус дорога"
"19763","вср кокс пековый прр сотрудник использовать светоотражающий жилет оградить"
"19764","проезд куст образоваться снежный перемёт"
"19765","кап строительство подъездный адорога место перемести снег проезд асамосвал затруднить"
"19766","кустовой площадка осмотр ктпнква эл монтёр выявить неисправность запорный устройство дверь бт"
"19767","перекачивать станция кв куст производство регулирование напряжение рпнт выявить некорректный кнопка управление"
"19768","бурение насосный блок переход посторонний предмет"
"19769","бурение путь передвижение торчать трос"
"19770","образоваться сосулька вход мкнуть"
"19771","навести порядок комната хранение питьевой вода"
"19772","возле инструментальный вагон бригада образоваться наледь"
"19773","освещение агз"
"19774","работник подрядный организация проводить работа полный комплект сизый"
"19775","вср пом бурильщик верно использовать страховка пояс работа высота"
"19776","вср резервуарный парк использовать оборудование"
"19777","бурение багор пщ лежать путь движение персонал"
"19778","бурение электропровод дизельный электростанция лежать земля"
"19779","засыпать снег вход аппаратура боковой каротаж цэб"
"19780","бурение вход курилка столовая баня образоваться наледь"
"19781","вср бригада допустить захламление территория производственный отход загрязнение территория нефтепродукт техжидкость"
"19782","опасный действие работа паровой промысловый установка паровой передвижной установка передвижной п помощник бурильщик капитальный ремонт скважина ремонт после обрыв внутрискважинный оборудый применить защитный очки"
"19783","опасный условие локальный пятно технологический жидкость кустовой площадка"
"19784","вср рпр бурк одеть светоотражающий жилет тёмный сутки"
"19785","бурение прр водитель выйти кабина"
"19786","автобус сервисинтегратор отсутствовать пропуск работник высаживать проезжий часть идти пешком кпп скользкий поверхность проезжать"
"19787","энергетика движение лестница работник подрядный организация держаться поручень"
"19788","работник применять сизый подбородочный ремень"
"19789","бурение прр автокран огородить сигнальный фишка"
"19790","вср очистный устройство блок распределение затруднить проход лестница рабочий площадка"
"19791","солянокислотный ванный пропуск газ флсоединение задвижка затруба линия"
"19792","подход узел учёт газ"
"19793","база сравнить участок динамический напряжение сдвиг посадка служебный автомобиль выявить неисправный фиксатор ремень безопасность"
"19794","бурение сотрудник находиться кокс пековый использовать сизый"
"19795","вср оградить зона окислить нефть опасный давление опрессовка нкт"
"19796","вср розлив жидкость кокс пековый"
"19797","вср пом бурильщик замазучена спец одежда"
"19798","вср подъём пм персонал держаться перила"
"19799","вср обледенение противовыбросовый оборудование"
"19800","вср движение спт задний ход регулировщик"
"19801","вср пом бурильщик подъём пм держаться перилла"
"19802","бурение приёмный мосток отсутствовать ограждение"
"19803","бурение прр перемещение груз применять оттяжка"
"19804","бурение прр посторонний предмет нога"
"19805","бурение прр работник находиться опасный зона"
"19806","бурение пешеходный переход наледь"
"19807","бурение отпаривания труба затруднить спуск роторный площадка"
"19808","вср проезд техника электрокабель"
"19809","вср стропольщик подрядный организация находиться поднимать груз"
"19810","пропуск газ соединение сппк"
"19811","вср отчистка нипель нкт щётка работник использовать очки"
"19812","вср рассхаживание пом бурильщик находиться опасный зона"
"19813","вср розлив жидкость кокс пековый"
"19814","бурение возле насос син намести снег"
"19815","бурение сосулька роторный пространство"
"19816","бурение лестница жилой вагон снег намести"
"19817","бурение рыхлый снег опор автокран"
"19818","бурение роторный площадка розлив раствор"
"19819","скважина пропуск фланцевый соединение задвижка затруба линия манифольд"
"19820","потечь точка ввод"
"19821","бурение топливо синтетический передвигаться кокс пековый подача звуковой сигнал"
"19822","вср очистный устройство блок распределение силовой кабель питать па отсутствовать знак высокий напряжение"
"19823","торчать арматура дорога причал ых кокс пековый"
"19824","вср разборка линия быстроразъёмный соединение пом бурильщик использовать очки"
"19825","вср электрокабель лежать земля"
"19826","вср пом бур спускаться лестница пм держаться перила"
"19827","вср электрокабель инструменталка лежать земля"
"19828","вср перекачка жидкость ёмкость долив допустить розлив жидкость экоподдон"
"19829","вср допускаться проезд спт электро кабель"
"19830","энергетика обледенение ступень вход зру"
"19831","отломать поводок заземление комната итр"
"19832","пропуск газ фланцевый соединение линия топливный газ вход ба тка"
"19833","кустовой насосный станция романовский мя обнаружить пропуск масло обратный клапан маслосистема"
"19834","кустовой насосный станция муравленковский дренажный блок обнаружить герметичный дренажный вентиль"
"19835","пропуск жидкость фланцевый соединение центральный задвижка"
"19836","автодорога очистить снег"
"19837","неисправный манометр агз некорректный показание"
"19838","бурение работник осмотр центрифуга выключить привод шнек"
"19839","бурение проход эстакада удариться голова"
"19840","вср замена сухарь гкш отключать шланг"
"19841","вср посадка пш работник хотеть поправить уплотнительный кольцо рука"
"19842","вагонгородок спуск столовый поскользнуться работник"
"19843","вовремя грузоподъёмный работа работник монтажный организация находиться зона возможный падение груз"
"19844","бурение ступень подъём бочка наледь"
"19845","бурение кислородный баллон навернуть колпаков"
"19846","работник новый технология использовать страховочный привязь"
"19847","бурение сотрудник сторонний организация отбор проба буровой раствор разливать остаток ёмкостный блок"
"19848","вср работник новый технология выполнение работа использовать страховочный привязь"
"19849","кустовой насосный станция муравленковский мя агрегат обнаружить пропуск перекачивать жидкость фланец зкл"
"19850","скользкий поверхность вход рмм"
"19851","скважина пропуск штуцерный камера резьба колодка"
"19852","лестница вход агз замести снег"
"19853","лестница вход агз замести снег"
"19854","скважина пропуск фланцевый соединение затруба линия"
"19855","кокс пековый солянокислотный ванный затянутый шпилька фланцевый соединение буферный заглушка"
"19856","пропуск нефть газ фланцевый соединение полевой затруба"
"19857","пропуск газ рост давление затрубный пространство вывод на рёжить солянокислотный ванный фланцевый соединение затруба поле"
"19858","кап строительство ступень лестница подъём вагондом территория база прр скользкий необходимо выполнить монтаж противоскользящий мероприятие"
"19859","обнаружить утечка метанол сальниковый уплотнение нд"
"19860","проезд солянокислотный ванный р замести снег"
"19861","стоянка дежурный автотранспорт сетевой район начало движение водитель сделать замечание пристегнуться ремень безопасность"
"19862","бурение грязный фонарь циркуляционный система гидроциклонный очистка буровой раствор"
"19863","движение автотранспорт место проведение работа отсутствие подъездный путь место производство работа ухудшение погодный условие сильный порыв ветер снег ограниченный видимость метр"
"19864","проезд куст заметный снег"
"19865","проезд куст заметный снег"
"19866","ледяной сталактит крыша вход"
"19867","проезд кустпл б образоваться снежный перемёт"
"19868","посторонний предмет приёмный мосток"
"19869","въезд кокс пековый переход основный коллектор дорога протаивание снег проезд затруднить"
"19870","оборвать заземление эда нпв"
"19871","замазученность зкл пнн"
"19872","работник подрядный организация отсутствовать подбородочный ремешок каска"
"19873","бурение движение задний ход водитель трал начать движение сигнал ответственный лицо"
"19874","бурение помощник бурильщик спуск лестничный трап держаться перила"
"19875","бурение спец одежда буровой бригада замазучить состояние отсутствовать стиральный машина"
"19876","опасный действие переезд бригада па гореть один лампа дальний свет"
"19877","бурение работник находиться буровой защитный очко"
"19878","бурение заметить установка запасной колесо правильно закрепить запасный колесо автомобиль"
"19879","оторвать ремень респиратор"
"19880","демонтаж строительный лес рука рабочий выпасть инструмент пострадать"
"19881","уложить кабель питание управление задвижка лоток провисать"
"19882","база сср водитель посмотреть зеркало задний вид начало движение топливо синтетический"
"19883","территория база цтоирт ворота скользкий поверхность"
"19884","наледь площадка обслуживание арматура зд зд"
"19885","наледь приёмный мосток"
"19886","скользкий мосток розлив нефть"
"19887","кру неисправный манометр"
"19888","обледенение проход переход"
"19889","прочее оператор приём аца уронить очки сломаться душко"
"19890","обнаружить нефтяной пятно вк"
"19891","работник подрядный организация работать средство защита"
"19892","образоваться сосулька козырёк"
"19893","вход цокольный этаж аппаратура боковой каротаж скользко поверхность засыпать снег"
"19894","бурение спуск толстостенный буровой труба рабочий пользоваться страховочный верёвка"
"19895","бурение представитель подрядный организация обозначить опасный зона извлечение кнбк радиактивный источник"
"19896","бурение вагонесауна отключить насос"
"19897","пропуск заглушка лубрекатор"
"19898","бурение работник оградить опасный зона прр"
"19899","бурение подроторный площадка образование сосулька превентор"
"19900","работа кране работник подрядный организация сибирский сервисный компания зао подробный о компания находиться опасный зона стрела"
"19901","пропуск газ фланец расходомер"
"19902","оператор одеть очки работа инструмент"
"19903","бурение проведение огнев работа сварщик укомплектовать рабочий нужный количество огнетушитель"
"19904","вср опасный зона окислить нефть оградить опасный лента"
"19905","вср допускаться розлив жидкость"
"19906","вср установить кожух звёздочка мех ротор"
"19907","вср утечка быстроразъёмный соединение соединение линия долив"
"19908","бурение насосный блок розлив раствор"
"19909","бурение вагон баня дверь торчать кусок жестяной лист"
"19910","бурение насосный блок розлив масло"
"19911","бурение роторный площадка сосулька наледь"
"19912","вср розлив жидкость кокс пековый"
"19913","вср допускаться проезд спт электро кабель"
"19914","вср применяться опасный приём труд прыжок пм"
"19915","вср проведение прр работник использовать сигнальный жест"
"19916","провидение прр работник использовать сигнальный жилет"
"19917","вср перевозка человек вагон мастер"
"19918","вср допускаться движение персонал лестница приёмный мост держаться перила"
"19919","вср маршрут проход персонал гололёд"
"19920","вср опасный проесть резервуарный парк"
"19921","вср нея установить противооткатный утолщение прокладка нкт"
"19922","вср комплект контрогайка реактивный тяга гкш"
"19923","вср установить эко поддон двс"
"19924","вср нахождение персонал близь линия давление"
"19925","вср промаслить ветошь храниться тбо"
"19926","вср допускаться розлив жидкость"
"19927","бурение подход нёбо иметься наледь дорожка"
"19928","бурение разгрузка хим реагент достаточно оградить опасный зона окислить нефть"
"19929","бурение загромоздить проход ёмкостный блок проволока другой мусор"
"19930","бурение вход слесарный помещение наледь снег"
"19931","бурение работник подняться лестница страховать"
"19932","бурение вагон гти трансформатор провис кабель"
"19933","бурение работать приставной лестница подстраховка"
"19934","бурение снег линия переход"
"19935","бурение работник бригада применить сизый инерционный катушка демонтаж противовыбросовый оборудование"
"19936","бурение сервисный подрядчик проходить работать фп убедиться безопасность манёвр"
"19937","бурение неисправный сальниковый узел"
"19938","посторонний предмет территория кустовой насосный станция демонтировать ворота газоносный область блок"
"19939","вср рабочий площадка подъёмный агрегат плохо закрепить лестница"
"19940","скважина пропуск фланцевый соединение вход агз коллетор обратный клапан"
"19941","скважина пропуск штуцерный колодка обратный клапан"
"19942","вср блок распределение пно силовой питать кабель комплектный трансформаторный подстанция наружный установка применяться ич вагон инструменталка провис место касаться земля"
"19943","щс отсутствовать знак электробезопасность"
"19944","наледь площадка самообслуживание ктп сн подстанция поляковский"
"19945","водитель автомобиль двигаться превысить скорость"
"19946","гпм огораживание рабочий место стропальщик жилетка"
"19947","комната приём хранение проба нефтеперерабатывающий завод сломать дверной замок"
"19948","бурение открыть смотровой люк ёмкость циркуляционный система гидроциклонный очистка буровой раствор"
"19949","бурение слесарить курить отвести место курение"
"19950","бурение провис эл кабель жилой вагон"
"19951","бурение работник выйти смена непригодный работа перчатка"
"19952","вср опрессовка опред приёмистость помбур находиться опасный зона"
"19953","бурение работник спускаться лестничный марш роторный площадка держаться поручень"
"19954","бурение патрубок валяться блок дросселирование"
"19955","скользкий поверхность возле аппаратура боковой каротаж"
"19956","куст солянокислотный ванный убрать посторонний предмет бочка"
"19957","бурение прр сильный порыв ветер"
"19958","бурение лестница обледенеть ступень"
"19959","бурение сотрудник находиться опасный зона"
"19960","проведение работа работник использовать сизый защитный перчатка"
"19961","зона окислить нефть производство огнев работа обозначить знак безопасность оградить"
"19962","машинист бульдозер движение задний ход подать сигнал"
"19963","работа повышенный опасность выполняться оформление нарядадопуск проведение одновременный работа"
"19964","работа повышенный опасность выполняться оформление наряддопуск проведение одновременный работа"
"19965","водитель вахтовка передвижение задний ход предупредить начало движение сигнал"
"19966","работник использовать сапог дефект"
"19967","работник использовать каска просрочить срок эсплуатаий"
"19968","бурение чистка снег ёмкость открыть люк"
"19969","опасный условие порывистый ветер снегопад ограниченный видимость"
"19970","бурение жить городок очистить снег подход баня водяной ёмкость"
"19971","вср открыть элщит вагон мастер"
"19972","очистный устройство открыть калитка ростверг"
"19973","изз потепление образоваться сосулька наледь эвакуационный лестница рмм"
"19974","избыточный давление буфер"
"19975","отсутствовать пфо"
"19976","наледь нгс ступень"
"19977","наледь техплощадка газовый сепаратор"
"19978","требоваться очистка снег посыпать песок место передвижение персонал территория"
"19979","выполнение огнев работа держатель электрод перегреться ручка деформироваться"
"19980","дз занести снег"
"19981","подъездный путь ограничить"
"19982","замазученность устье скважина"
"19983","безопасно"
"19984","отсутствовать лестница приёмный мосток"
"19985","работник выполнять работа очко перчатка"
"19986","засориться дренажный трубка пн образоваться лужа"
"19987","пропуск газ сальниковый уплотнение зкл дозировать установка дозировать устройство"
"19988","пропуск колокол фланец"
"19989","солянокислотный ванный афк замазучёный"
"19990","куст скввзпрутечка фланец секущий задвижка манифольд"
"19991","бурение питать кабель жилой вагон сторонний организация капитальный ремонт скважина ремонт после обрыв внутрискважинный оборудый проложить земля"
"19992","бурение сотрудник зайти зона ограждение ппр кран"
"19993","заметный подход ростверк"
"19994","прочее пешеходный дорожка образование наледь"
"19995","комната приём проба нефтяной пятно"
"19996","лабораторный зал вш течь"
"19997","механический износ ареометр"
"19998","начало работа выявить нарушение целостность защитный шланг воронка бюхнера"
"19999","обнаружить скол цилиндр обьть смотреть моечный комната"
"20000","лабораторный обувь тапочки оторваться ремешок"
"20001","вср установить защитный ограждение фонтанный арматура сквгс"
"20002","уборка территория снег обнаружить наледь вход лаборатория кипиа"
"20003","кокс пековый затруднить проезд кустовой площадка занести снег"
"20004","пропуск газ нипельный часть вентеля ответный фланец затрубный задвижка"
"20005","бис нарушить целостность генеральный план"
"20006","вср очистный устройство ксква газовый сепаратор замазученность устье солянокислотный ванный подъёмный агрегат"
"20007","кокс пековый выполнение задание технолог отработка скважина де обнаружить заморозить участок дренажный линия"
"20008","бурение передвижение спец техника кокс пековый подача звуковой сигнал"
"20009","бурение работник производить погрузка оборудование неисправный строп"
"20010","посторонний предмет блочный кустовой насосный станция"
"20011","бурение скользкий спуск бде"
"20012","бурение работник отсутствовать подбородочный ремешок каска"
"20013","бурение работа кран опасный зона окислить нефть огородить сигнальный лента"
"20014","бурение электромонтёр носить защитный каска подбородочный ремень"
"20015","бурение выполнение работа респиратор приготовление блок распределение"
"20016","бурение прр трубный продукция использоваться страховочный привязь"
"20017","бурение водитель кму движение пристегнуть ремень безопасность"
"20018","опасный условие неисправный противозатаскиватель пожарный сигнализация спальный вагон"
"20019","бурение использоваться сизый работа химреагент"
"20020","бурение крановый техника сигнальный жилет"
"20021","опасный условие установить один перильный ограждение лестница подъём приёмный мост"
"20022","опасный действие проведение прр нкт стропальщик находиться опасный зона стрела автокран вероятность падение груз"
"20023","агз отсутствовать приточный вытяжной вентиляция короб"
"20024","бг сквротсутствовать защитный кожух запорный устройство"
"20025","бг гребенка установить манометр просрочить дата поверка"
"20026","агз отсутствовать нумерация задвижка согласно технологический схема"
"20027","посторонний предмет техплощадка"
"20028","заметный проход агз"
"20029","заметный проход агз"
"20030","спецмашина анр работать зуммер задний ход"
"20031","наледь снег крыша нво"
"20032","оголить провод кипа"
"20033","агз отсутствовать схема включение сепарационный ёмкость"
"20034","кап строительство убрать посторонний предмет площадка обслуживание нво"
"20035","замазучить стекловата клапанный сборка"
"20036","посторонний предмет площадка нво"
"20037","прочее водитель автомобиль гелеобразовать состав вета подряд нвс сопровождение газорегуляторный пункт двигаться второстепенный дорога уступить движение топливо синтетический иметь приемущество самый создать аварийный ситуация"
"20038","перемести снег территория объект затруднять движение спецтехник"
"20039","затруднить проезд кокс пековый"
"20040","кокс пековый агз обнаружить пропуск газ сальниковый уплотнитель задвижка нижний ряд агз солянокислотный ванный"
"20041","очистить проезд объект обслуживание опс"
"20042","вход ба тка выключатель освещение неисправный"
"20043","стеллаж хранение сппк завалить снег"
"20044","нарушение целостность эстакада"
"20045","вср водитель трансальянс использовать страховочный привязь подняться ёмкость акн находиться спец одежда колесо вакуум бочка установить противооткатный башмак"
"20046","мотажникнуть выполнять работа исправный инструмент"
"20047","вср очистный устройство отсутствие знак высокий напряжение силовой кабель"
"20048","транспорт водитель уаз нвк ннн кокс пековый находиться каска"
"20049","нарушить целостность изоляция кабель давление"
"20050","сотрудник подрядный организация упасть наледь"
"20051","смещение настил пол агз"
"20052","кабель электроцентробежный насос применяться для высокодебитный скважина электроц лежать земля"
"20053","наледь площадка нпв нво"
"20054","опасный действие спуск лестница приёмный мост помощник бурильщик капитальный ремонт скважина ремонт после обрыв внутрискважинный оборудый держаться рука поручень"
"20055","опасный действие перестановка бд применение тяговый техника помощник бурильщик находиться слепой зона"
"20056","опасный действие опрессовка лифт оператор подземный ремонт скважина ремонт подземный оборудование скважина при обный находиться опасный зона район нагнетательный линия"
"20057","вср рпр находиться опасный зона"
"20058","вср работник сизый работа паровой промысловый установка паровой передвижной установка передвижной п"
"20059","вср провести инструктаж водитель сторонь организация"
"20060","бурение водитель подать сигнал начало движение"
"20061","кустовой насосный станция суторминский мя обнаружить пропуск перекачивать жидкость фланец зкл дренажный блок"
"20062","кнсумсейский мя намаслонасос обнаружить неисправный передавить манометр стойка кипиа"
"20063","кустовой насосный станция агрегат обнаружить пропуск масло фланцевый соединение электродвигатель"
"20064","сломать замок дверь пожнасосный"
"20065","прочее кокс пековый возле агз закопать траншея перевод скважина ппд"
"20066","связь температурный условие окружающий среда перекачивать станция поляковский подход лестничный марш образоваться гололёд"
"20067","вход операторный тл образоваться наледь"
"20068","наледь вход оперативный тл"
"20069","бурение осмотр оборудование заметить ключ автоматический ключ бурильщик ослабить болт крепление поворот челюсть риск откручивание падение болт скважина"
"20070","бурение инженер ннб бурение пройти непосредственный близость линия манифольд скважина"
"20071","бурение погрузка оборудование полуприцеп помощник бурильщик использовать приставной лестница спрыгнуть грунт"
"20072","бурение заметить отсутствие страховочный шплинт болтовый соединение умк опасность развинчивание гайка"
"20073","бурение работник работать крановый техника одеть сигнальный жилет"
"20074","бурение отсутствовать знак заземление двигатель насос блок циркуляционный система гидроциклонный очистка буровой раствор"
"20075","бурение сотрудник подрядный организация цементаж спускаться роторный площадка лестница держаться перильный ограждение"
"20076","бурение работник сторонний организация застегнуть ремешок защитный каска подбородок"
